STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,reportType,HourlySkyConditions,HourlyVisibility,HourlyPresentWeatherType,HourlyDryBulbTemperatureF,HourlyDryBulbTemperatureC,HourlyWetBulbTemperatureF,HourlyWetBulbTemperatureC,HourlyDewPointTemperatureF,HourlyDewPointTemperatureC,HourlyRelativeHumidity,HourlyWindSpeed,HourlyWindDirection,HourlyWindGustSpeed,HourlyStationPressure,HourlyPressureTendency,HourlyPressureChange,HourlySeaLevelPressure,HourlyPrecipitation,HourlyAltimeterSetting,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyAverageDryBulbTemperature,DailyDepartureFromNormalAverageTemperature,DailyAverageRelativeHumidity,DailyAverageDewPointTemperature,DailyAverageWetBulbTemperature,DailyHeatingDegreeDays,DailyCoolingDegreeDays,DailySunrise,DailySunset,DailyPrecipitation,DailySnowfall,DailySnowDepth,DailyAverageStationPressure,DailyAverageSeaLevelPressure,DailyAverageWindSpeed,DailyPeakWindSpeed,PeakWindDirection,DailySustainedWindSpeed,DailySustainedWindDirection
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 11:51,FM-15,BKN:07 16 OVC:08 41,5,-RA:02 |RA:61 |,39,3.9,36,2.4,33,0.6,79,16,180,23,29,8,0.08,29.72,T,29.71,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 12:51,FM-15,OVC:08 16,10,,42,5.6,39,3.8,35,1.7,76,18,190,30,28.96,,,29.68,,29.67,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 13:51,FM-15,FEW:02 14 BKN:07 31 OVC:08 37,8,-RA:02 |RA:61 |,43,6.1,40,4.5,37,2.8,80,17,190,28,28.93,,,29.65,T,29.64,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 14:51,FM-15,FEW:02 14 OVC:08 28,10,,44,6.7,41,4.8,37,2.8,76,18,190,25,28.89,8,0.11,29.61,,29.6,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 15:51,FM-15,OVC:08 28,6,-DZ:01 |DZ:51 |,44,6.7,41,5,38,3.3,79,15,190,25,28.86,,,29.58,T,29.57,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 16:51,FM-15,OVC:08 32,10,,46,7.8,43,5.9,39,3.9,77,13,180,,28.83,,,29.55,T,29.54,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 17:51,FM-15,OVC:08 25,8,-RA:02 |RA:61 |,48,8.9,44,6.9,41,5,77,16,180,23,28.8,8,0.08,29.52,0.02,29.51,,,,,,,,,,1143,12,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 18:51,FM-15,OVC:08 23,10,-RA:02 |RA:61 |,49,9.4,45,7.5,42,5.6,77,21,190,29,28.78,,,29.51,0.02,29.49,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 19:51,FM-15,FEW:02 22 BKN:07 27 OVC:08 46,8,-RA:02 |RA:61 |,49,9.4,45,7.5,42,5.6,77,20,190,33,28.76,,,29.48,0.04,29.47,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 20:51,FM-15,SCT:04 24 BKN:07 39 BKN:07 65,10,,50,10,46,8,43,6.1,77,18,190,33,28.74,6,0.04,29.46,0.03,29.45,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 21:51,FM-15,FEW:02 20 BKN:07 41 OVC:08 70,5,RA:02 |RA:62 |,50,10,47,8.2,44,6.7,80,17,190,30,28.72,,,29.44,0.05,29.43,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 22:51,FM-15,BKN:07 19 OVC:08 24,10,,53,11.7,49,9.6,46,7.8,77,24,200,32,28.71,,,29.43,T,29.42,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 23:51,FM-15,BKN:07 20 BKN:07 25 OVC:08 32,10,-RA:02 |RA:61 |,55,12.8,51,10.4,47,8.3,74,24,210,36,28.69,6,0.05,29.41,T,29.4,55,34,44,1.8,,,,21,0,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/27/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,55,34,44,1.8,75,,33,21,0,1142,13,0.2,T,,29,30,17,38,210,29,200
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 0:51,FM-15,FEW:02 21 SCT:04 29 BKN:07 55,10,,50,10,46,7.5,41,5,71,24,250,37,28.72,,,29.44,T,29.43,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 1:51,FM-15,OVC:08 14,10,-DZ:01 |DZ:51 |,45,7.2,42,5.3,38,3.3,77,22,240,32,28.76,,,29.48,T,29.47,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 2:51,FM-15,OVC:08 10,6,-RA:02 |RA:61 |,44,6.7,41,5.3,39,3.9,83,15,250,29,28.79,1,-0.09,29.51,T,29.5,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 3:51,FM-15,OVC:08 6,4,-DZ:01 BR:1 |DZ:51 |,42,5.6,40,4.4,38,3.3,85,14,240,21,28.82,,,29.54,T,29.53,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 4:51,FM-15,OVC:08 8,10,-RA:02 |RA:61 |,42,5.6,40,4.2,37,2.8,82,23,320,29,28.89,,,29.61,0.01,29.6,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 5:51,FM-15,OVC:08 13,10,-RA:02 |RA:61 |,37,2.8,34,1.3,31,-0.6,79,20,340,28,29.01,3,-0.21,29.73s,0.01,29.72,,,,,,,,,,1142,13,0.19,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 6:51,FM-15,BKN:07 10 OVC:08 16,6,-RA:02 |RA:61 |,36,2.2,34,1,31,-0.6,82,15,320,22,29.08,,,29.81,0.04,29.8,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 7:51,FM-15,OVC:08 16,10,,38,3.3,35,1.9,32,0,79,15,320,,29.13,,,29.86,T,29.85,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 8:51,FM-15,OVC:08 15,10,,39,3.9,36,2,31,-0.6,73,14,340,,29.19,1,-0.19,29.92,,29.91,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 9:51,FM-15,OVC:08 17,10,,38,3.3,35,1.5,30,-1.1,73,14,330,,29.23,,,29.96,,29.95,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 10:51,FM-15,OVC:08 17,10,,39,3.9,35,1.8,30,-1.1,70,11,340,,29.26,,,29.99,,29.98,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 11:51,FM-15,OVC:08 21,10,,40,4.4,36,2,29,-1.7,65,6,350,,29.29,1,-0.1,30.02,,30.01,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 12:51,FM-15,OVC:08 23,10,,40,4.4,36,2,29,-1.7,65,6,220,,29.34,,,30.07,,30.06,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 13:51,FM-15,OVC:08 25,10,,40,4.4,36,2,29,-1.7,65,6,270,,29.35,,,30.09,,30.07,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 14:51,FM-15,OVC:08 27,10,,41,5,36,2.4,29,-1.7,62,5,300,,29.37,1,-0.08,30.11,,30.09,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 15:51,FM-15,OVC:08 27,10,,39,3.9,35,1.7,29,-1.7,67,10,70,,29.39,,,30.12,,30.11,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 16:51,FM-15,OVC:08 23,10,,38,3.3,34,1,27,-2.8,65,7,80,,29.39,,,30.13,,30.11,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 17:51,FM-15,OVC:08 25,10,,37,2.8,33,0.6,27,-2.8,67,8,80,,29.43,3,-0.06,30.17,,30.15,,,,,,,,,,1142,13,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 18:51,FM-15,OVC:08 26,10,,36,2.2,32,0.1,26,-3.3,67,9,40,,29.43,,,30.17,,30.15,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 19:51,FM-15,OVC:08 25,10,,35,1.7,32,-0.2,26,-3.3,70,9,60,,29.42,,,30.16,,30.14,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 20:51,FM-15,OVC:08 25,10,,35,1.7,32,-0.2,26,-3.3,70,9,70,20,29.43,5,0.01,30.17,,30.15,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 21:51,FM-15,OVC:08 22,10,,34,1.1,31,-0.6,26,-3.3,73,9,80,,29.44,,,30.18,,30.16,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 22:51,FM-15,FEW:02 16 OVC:08 24,10,,34,1.1,31,-0.8,25,-3.9,70,9,90,,29.45,,,30.19,,30.17,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 23:51,FM-15,OVC:08 26,10,,34,1.1,31,-0.8,25,-3.9,70,3,100,,29.47,1,-0.03,30.21,,30.19,55,34,44,1.5,,,,21,0,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/28/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,55,34,44,1.5,72,,32,21,0,1140,14,0.06,T,,29,30,12,41,240,32,250
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 0:51,FM-15,OVC:08 28,10,,34,1.1,30,-0.9,24,-4.4,67,3,360,,29.45,,,30.19,,30.17,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 1:51,FM-15,FEW:02 28 OVC:08 130,10,,33,0.6,30,-1.1,25,-3.9,72,6,360,,29.45,,,30.19,,30.17,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 2:51,FM-15,BKN:07 18 OVC:08 120,10,,33,0.6,30,-1.1,25,-3.9,72,9,30,,29.43,8,0.04,30.17,,30.15,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 3:51,FM-15,OVC:08 14,10,,33,0.6,30,-1.1,25,-3.9,72,10,20,,29.42,,,30.16,,30.14,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 4:51,FM-15,FEW:02 20 BKN:07 100 OVC:08 110,10,,33,0.6,30,-1.1,25,-3.9,72,13,10,,29.43,,,30.17,,30.15,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 5:51,FM-15,FEW:02 11 BKN:07 21 OVC:08 95,10,,33,0.6,30,-1,26,-3.3,75,10,20,,29.44,1,-0.02,30.18,,30.16,,,,,,,,,,1140,14,0.04,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 6:51,FM-15,OVC:08 11,10,,33,0.6,30,-1,26,-3.3,75,14,20,,29.46,,,30.2,,30.18,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 7:51,FM-15,OVC:08 10,10,,33,0.6,31,-0.8,27,-2.8,78,14,30,,29.46,,,30.2,,30.18,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 8:51,FM-15,OVC:08 12,10,,35,1.7,32,-0.1,27,-2.8,72,14,30,,29.47,2,-0.03,30.21,,30.19,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 9:51,FM-15,BKN:07 14 OVC:08 23,10,,36,2.2,32,0.3,27,-2.8,70,11,30,,29.48,,,30.23,,30.2,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 10:51,FM-15,BKN:07 14 OVC:08 23,10,,36,2.2,32,0.3,27,-2.8,70,14,30,,29.49,,,30.23,,30.21,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 11:51,FM-15,SCT:04 20 OVC:08 28,10,,37,2.8,33,0.6,27,-2.8,67,20,20,24,29.48,0,-0.01,30.22,,30.2,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 12:51,FM-15,OVC:08 26,10,,38,3.3,34,0.9,26,-3.3,62,16,30,25,29.46,,,30.21,,30.18,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 13:51,FM-15,BKN:07 25,10,,39,3.9,34,1.2,25,-3.9,57,17,40,21,29.45,,,30.19,,30.17,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 14:51,FM-15,SCT:04 25,10,,40,4.4,35,1.7,26,-3.3,58,17,20,23,29.45,5,0.03,30.19,,30.17,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 15:51,FM-15,FEW:02 25,10,,41,5,36,2,25,-3.9,53,15,40,,29.46,,,30.2,,30.18,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 16:51,FM-15,FEW:02 25,10,,39,3.9,33,0.7,18,-7.8,43,14,40,,29.48,,,30.22,,30.2,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 17:51,FM-15,CLR:00,10,,37,2.8,31,-0.4,12,-11.1,36,9,40,,29.5,3,-0.05,30.25,,30.22,,,,,,,,,,1140,14,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 18:51,FM-15,CLR:00,10,,34,1.1,29,-1.7,15,-9.4,46,5,40,,29.5,,,30.25,,30.22,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 19:51,FM-15,CLR:00,10,,33,0.6,28,-2.1,16,-8.9,49,3,20,,29.51,,,30.25,,30.23,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 20:51,FM-15,CLR:00,10,,33,0.6,28,-2.2,15,-9.4,47,3,20,,29.51,2,-0.01,30.25,,30.23,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 21:51,FM-15,CLR:00,10,,30,-1.1,26,-3.3,17,-8.3,58,5,340,,29.52,,,30.26,,30.24,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 22:51,FM-15,CLR:00,10,,29,-1.7,25,-3.7,17,-8.3,61,0,0,,29.51,,,30.25,,30.23,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 23:51,FM-15,CLR:00,10,,29,-1.7,25,-3.8,16,-8.9,58,0,0,,29.51,1,0,30.26,,30.23,41,28,34,-8.9,,,,31,0,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/29/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,41,28,34,-8.9,62,,32,31,0,1138,15,,,,29,30,10,25,10,21,20
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 0:51,FM-15,CLR:00,10,,28,-2.2,25,-4.1,17,-8.3,63,0,0,,29.51,,,30.25,,30.23,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 1:51,FM-15,CLR:00,10,,28,-2.2,25,-4.1,17,-8.3,63,3,300,,29.51,,,30.25,,30.23,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 2:51,FM-15,CLR:00,10,,28,-2.2,25,-4.1,17,-8.3,63,0,0,,29.49,8,0.02,30.24,,30.21,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 3:51,FM-15,CLR:00,10,,26,-3.3,23,-4.8,18,-7.8,71,0,0,,29.49,,,30.23,,30.21,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 4:51,FM-15,CLR:00,10,,26,-3.3,23,-4.8,18,-7.8,71,0,0,,29.49,,,30.23,,30.21,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 5:51,FM-15,FEW:02 250,10,,27,-2.8,24,-4.4,18,-7.8,69,0,0,,29.5,3,-0.01,30.25,,30.22,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 6:51,FM-15,FEW:02 250,10,,31,-0.6,28,-2.5,21,-6.1,67,0,0,,29.51,,,30.25,,30.23,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 7:51,FM-15,FEW:02 250,10,,35,1.7,31,-0.5,24,-4.4,64,3,VRB,,29.51,,,30.25,,30.23,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 8:51,FM-15,FEW:02 250,10,,39,3.9,33,0.8,21,-6.1,48,7,190,,29.5,8,0.01,30.24,,30.22,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 9:51,FM-15,FEW:02 250,10,,44,6.7,38,3.1,19,-7.2,37,6,220,,29.49,,,30.23,,30.21,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 10:51,FM-15,FEW:02 250,10,,46,7.8,39,4,20,-6.7,35,0,0,,29.47,,,30.21,,30.19,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 11:51,FM-15,FEW:02 250,10,,50,10,43,6.1,21,-6.1,32,5,VRB,,29.44,8,0.05,30.18,,30.16,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 12:51,FM-15,FEW:02 250,10,,53,11.7,46,7.5,24,-4.4,32,13,200,,29.41,,,30.15,,30.13,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 13:51,FM-15,FEW:02 250,10,,55,12.8,47,8.6,24,-4.4,30,14,210,,29.38,,,30.12,,30.1,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 14:51,FM-15,FEW:02 250,10,,57,13.9,49,9.6,25,-3.9,29,11,190,,29.35,6,0.09,30.09,,30.07,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 15:51,FM-15,FEW:02 250,10,,57,13.9,49,9.6,26,-3.3,30,13,220,,29.35,,,30.09,,30.07,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 16:51,FM-15,SCT:04 250,10,,55,12.8,47,8.5,28,-2.2,35,14,220,,29.33,,,30.06,,30.05,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 17:51,FM-15,FEW:02 200 BKN:07 250,10,,53,11.7,45,7.5,29,-1.7,40,10,190,,29.32,8,0.04,30.06,,30.04,,,,,,,,,,1138,15,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 18:51,FM-15,FEW:02 200 BKN:07 250,10,,48,8.9,42,5.4,31,-0.6,52,9,170,,29.31,,,30.04,,30.03,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 19:51,FM-15,SCT:04 250,10,,47,8.3,41,5.1,32,0,56,8,190,,29.32,,,30.05,,30.04,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 20:51,FM-15,SCT:04 200 BKN:07 250,10,,44,6.7,39,3.8,31,-0.6,60,7,180,,29.31,6,0.01,30.05,,30.03,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 21:51,FM-15,SCT:04 200 BKN:07 250,10,,41,5,37,2.6,30,-1.1,65,8,160,,29.31,,,30.04,,30.03,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 22:51,FM-15,SCT:04 250,10,,45,7.2,39,4.1,30,-1.1,56,8,180,,29.31,,,30.04,,30.03,,,,,,,,,,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 23:51,FM-15,BKN:07 250,10,,44,6.7,39,3.7,30,-1.1,58,8,180,,29.31,8,0.01,30.04,,30.03,57,25,41,-2.2,,,,24,0,1137,16,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/30/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,57,25,41,-2.2,51,,32,24,0,1137,16,,,,29,30,6,21,200,17,200
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/31/2014 0:51,FM-15,BKN:07 250,10,,45,7.2,39,4.1,30,-1.1,56,9,180,,29.3,,,30.03,,30.02,,,,,,,,,,1137,16,,,,,,,,,,
